縣市,縣市別代砠,鄉鎮市區,學校名稱,教學電腦數
新竹縣,10004,新豐鄉,福龍國小,17
新竹縣,10004,橫山鄉,內灣國小,34
新竹縣,10004,橫山鄉,大肚國小,59
新竹縣,10004,橫山鄉,橫山國小,36
新竹縣,10004,橫山鄉,沙坑國小,12
新竹縣,10004,橫山鄉,田寮國小,11
新竹縣,10004,湖口鄉,中興國小,77
新竹縣,10004,湖口鄉,信勢國小,74
新竹縣,10004,湖口鄉,和興國小,29
新竹縣,10004,湖口鄉,新湖國小,62
新竹縣,10004,湖口鄉,湖口國小,29
新竹縣,10004,湖口鄉,華興國小,19
新竹縣,10004,湖口鄉,長安國小,12
新竹縣,10004,竹北市,中正國小,68
新竹縣,10004,竹北市,光明國小,79
新竹縣,10004,竹北市,六家國小,72
新竹縣,10004,竹北市,十興國小,98
新竹縣,10004,竹北市,博愛國小,64
新竹縣,10004,竹北市,安興國小,0
新竹縣,10004,竹北市,新港國小,9
新竹縣,10004,竹北市,新社國小,53
新竹縣,10004,竹北市,東海國小,39
新竹縣,10004,竹北市,東興國小,74
新竹縣,10004,竹北市,竹仁國小,68
新竹縣,10004,竹北市,竹北國小,82
新竹縣,10004,竹北市,興隆國小,97
新竹縣,10004,竹北市,豐田國小,40
新竹縣,10004,竹北市,鳳岡國小,30
新竹縣,10004,竹北市,麻園國小,17
新竹縣,10004,竹東鎮,上館國小,60
新竹縣,10004,竹東鎮,中山國小,36
新竹縣,10004,竹東鎮,二重國小,61
新竹縣,10004,竹東鎮,員崠國小,27
新竹縣,10004,竹東鎮,大同國小,62
新竹縣,10004,竹東鎮,瑞峰國小,12
新竹縣,10004,竹東鎮,竹中國小,26
新竹縣,10004,竹東鎮,竹東國小,31
新竹縣,10004,竹東鎮,陸豐國小,21
新竹縣,10004,芎林鄉,五龍國小,29
新竹縣,10004,芎林鄉,碧潭國小,4
新竹縣,10004,芎林鄉,芎林國小,30
新竹縣,10004,關西鎮,南和國小,9
新竹縣,10004,關西鎮,坪林國小,12
新竹縣,10004,關西鎮,太平國小,6
新竹縣,10004,關西鎮,東光國小,29
新竹縣,10004,關西鎮,東安國小,28
新竹縣,10004,關西鎮,玉山國小,14
新竹縣,10004,關西鎮,石光國小,40
新竹縣,10004,關西鎮,錦山國小,5
新竹縣,10004,關西鎮,關西國小,37
桃園市,68000,中壢區,內壢國中,25
桃園市,68000,中壢區,大崙國中,38
桃園市,68000,中壢區,新明國中,14
桃園市,68000,中壢區,東興國中,198
桃園市,68000,中壢區,自強國中,2
桃園市,68000,中壢區,興南國中,73
桃園市,68000,中壢區,過嶺國中,75
桃園市,68000,中壢區,青埔國中,96
桃園市,68000,中壢區,龍岡國中,16
桃園市,68000,中壢區,龍興國中,65
桃園市,68000,八德區,八德國中,227
桃園市,68000,八德區,大成國中,117
桃園市,68000,八德區,永豐高中-國中部,59
桃園市,68000,大園區,大園國中,81
桃園市,68000,大園區,竹圍國中,104
桃園市,68000,大溪區,仁和國中,70
桃園市,68000,大溪區,大溪國中,62
桃園市,68000,平鎮區,中壢國中,105
桃園市,68000,平鎮區,六和高中-國中部,43
桃園市,68000,平鎮區,平南國中,62
桃園市,68000,平鎮區,平興國中,102
桃園市,68000,平鎮區,平鎮國中,26
桃園市,68000,平鎮區,復旦高中-國中部,109
桃園市,68000,平鎮區,東安國中,77
桃園市,68000,復興區,介壽國中,42
桃園市,68000,新屋區,大坡國中,26
桃園市,68000,新屋區,新屋國中,80
桃園市,68000,新屋區,永安國中,2
桃園市,68000,新屋區,清華高中-國中部,204
桃園市,68000,桃園區,中興國中,99
桃園市,68000,桃園區,同德國中,140
桃園市,68000,桃園區,大有國中,103
桃園市,68000,桃園區,建國國中,86
桃園市,68000,桃園區,慈文國中,62
桃園市,68000,桃園區,振聲高中-國中部,156
桃園市,68000,桃園區,文昌國中,110
桃園市,68000,桃園區,新興高中-國中部,235
桃園市,68000,桃園區,會稽國中,23
桃園市,68000,桃園區,桃園國中,115
桃園市,68000,桃園區,福豐國中,102
桃園市,68000,桃園區,經國國中,93
桃園市,68000,桃園區,青溪國中,158
桃園市,68000,楊梅區,仁美國中,39
桃園市,68000,楊梅區,大華高中,52
桃園市,68000,楊梅區,富岡國中,34
桃園市,68000,楊梅區,楊光國中小-國中部,34
桃園市,68000,楊梅區,楊明國中,51
桃園市,68000,楊梅區,楊梅國中,71
桃園市,68000,楊梅區,楊梅國中秀才分校,29
桃園市,68000,楊梅區,治平高中-國中部,84
桃園市,68000,楊梅區,瑞原國中,84
桃園市,68000,楊梅區,瑞坪國中,108
桃園市,68000,蘆竹區,光明國中,101
桃園市,68000,蘆竹區,南崁國中,148
桃園市,68000,蘆竹區,大竹國中,77
桃園市,68000,蘆竹區,山腳國中,34
桃園市,68000,觀音區,草漯國中,92
桃園市,68000,觀音區,觀音國中,61
桃園市,68000,觀音區,觀音高中-國中部,39
桃園市,68000,龍潭區,凌雲國中,68
桃園市,68000,龍潭區,武漢國中,33
桃園市,68000,龍潭區,石門國中,36
桃園市,68000,龍潭區,龍潭國中,21
桃園市,68000,龜山區,大崗國中,86
桃園市,68000,龜山區,幸福國中,26
桃園市,68000,龜山區,迴龍國中小-國中部,17
桃園市,68000,龜山區,龜山國中,81
桃園市,68000,中壢區,中原國小,78
桃園市,68000,中壢區,中壢國小,40
桃園市,68000,中壢區,中平國小,127
桃園市,68000,中壢區,中正國小,65
桃園市,68000,中壢區,信義國小,163
桃園市,68000,中壢區,元生國小,76
桃園市,68000,中壢區,內壢國小,78
桃園市,68000,中壢區,內定國小,30
桃園市,68000,中壢區,大崙國小,365
桃園市,68000,中壢區,富台國小,6
桃園市,68000,中壢區,山東國小,35
桃園市,68000,中壢區,忠福國小,34
桃園市,68000,中壢區,新明國小,134
桃園市,68000,中壢區,新街國小,62
桃園市,68000,中壢區,普仁國小,70
桃園市,68000,中壢區,有得國小,82
桃園市,68000,中壢區,林森國小,71
桃園市,68000,中壢區,自立國小,62
桃園市,68000,中壢區,興仁國小,98
桃園市,68000,中壢區,興國國小,63
桃園市,68000,中壢區,芭里國小,16
桃園市,68000,中壢區,華勛國小,84
桃園市,68000,中壢區,青埔國小,26
桃園市,68000,中壢區,龍岡國小,70
桃園市,68000,八德區,八德國小,45
桃園市,68000,八德區,大勇國小,138
桃園市,68000,八德區,大安國小,31
桃園市,68000,八德區,大忠國小,71
桃園市,68000,八德區,大成國小,90
桃園市,68000,八德區,廣興國小,39
桃園市,68000,八德區,瑞豐國小,129
桃園市,68000,八德區,茄苳國小,96
桃園市,68000,八德區,霄裡國小,21
桃園市,68000,大園區,五權國小,29
桃園市,68000,大園區,內海國小,36
桃園市,68000,大園區,后厝國小,29
桃園市,68000,大園區,圳頭國小,26
桃園市,68000,大園區,埔心國小,28
桃園市,68000,大園區,大園國小,75
桃園市,68000,大園區,果林國小,38
桃園市,68000,大園區,沙崙國小,22
桃園市,68000,大園區,溪海國小,44
桃園市,68000,大園區,潮音國小,34
桃園市,68000,大園區,竹圍國小,74
桃園市,68000,大園區,陳康國小,24
桃園市,68000,大溪區,中興國小,32
桃園市,68000,大溪區,仁和國小,139
桃園市,68000,大溪區,仁善國小,54
桃園市,68000,大溪區,僑愛國小,75
桃園市,68000,大溪區,內柵國小,31
桃園市,68000,大溪區,南興國小,18
桃園市,68000,大溪區,員樹林國小,31
桃園市,68000,大溪區,大溪國小,42
桃園市,68000,大溪區,永福國小,10
桃園市,68000,大溪區,瑞祥國小,19
桃園市,68000,大溪區,田心國小,62
桃園市,68000,大溪區,百吉國小,33
桃園市,68000,大溪區,福安國小,46
桃園市,68000,大溪區,美華國小,16
桃園市,68000,平鎮區,北勢國小,17
桃園市,68000,平鎮區,南勢國小,64
桃園市,68000,平鎮區,宋屋國小,36
桃園市,68000,平鎮區,山豐國小,65
桃園市,68000,平鎮區,平興國小,92
桃園市,68000,平鎮區,復旦國小,39
桃園市,68000,平鎮區,忠貞國小,84
桃園市,68000,平鎮區,文化國小,131
桃園市,68000,平鎮區,新勢國小,53
桃園市,68000,平鎮區,新榮國小,39
桃園市,68000,平鎮區,東勢國小,30
桃園市,68000,平鎮區,東安國小,106
桃園市,68000,平鎮區,祥安國小,45
桃園市,68000,平鎮區,義興國小,35
桃園市,68000,復興區,三光國小,16
桃園市,68000,復興區,三民國小,9
桃園市,68000,復興區,介壽國小,16
桃園市,68000,復興區,光華國小,9
桃園市,68000,復興區,奎輝國小,22
桃園市,68000,復興區,巴崚國小,23
桃園市,68000,復興區,羅浮國小,22
桃園市,68000,復興區,義盛國小,12
桃園市,68000,復興區,長興國小,17
桃園市,68000,復興區,霞雲國小,12
桃園市,68000,復興區,高義國小,8
桃園市,68000,新屋區,北湖國小,18
桃園市,68000,新屋區,啟文國小,18
桃園市,68000,新屋區,埔頂國小,13
桃園市,68000,新屋區,大坡國小,24
桃園市,68000,新屋區,新屋國小,62
桃園市,68000,新屋區,東明國小,27
桃園市,68000,新屋區,永安國小,42
桃園市,68000,新屋區,社子國小,18
桃園市,68000,新屋區,笨港國小,26
桃園市,68000,新屋區,蚵間國小,8
桃園市,68000,新屋區,頭洲國小,23
桃園市,68000,桃園區,中埔國小,19
桃園市,68000,桃園區,中山國小,98
桃園市,68000,桃園區,北門國小,27
桃園市,68000,桃園區,南門國小,116
桃園市,68000,桃園區,同安國小,64
桃園市,68000,桃園區,同德國小,69
桃園市,68000,桃園區,大有國小,91
桃園市,68000,桃園區,大業國小,32
桃園市,68000,桃園區,建國國小,65
桃園市,68000,桃園區,建德國小,150
桃園市,68000,桃園區,快樂國小,34
桃園市,68000,桃園區,慈文國小,83
桃園市,68000,桃園區,成功國小,61
桃園市,68000,桃園區,文山國小,68
桃園市,68000,桃園區,新埔國小,35
桃園市,68000,桃園區,新興高中-國小部,235
桃園市,68000,桃園區,會稽國小,13
桃園市,68000,桃園區,東門國小,69
桃園市,68000,桃園區,桃園國小,73
桃園市,68000,桃園區,永順國小,78
桃園市,68000,桃園區,莊敬國小,86
桃園市,68000,桃園區,西門國小,60
桃園市,68000,桃園區,青溪國小,51
桃園市,68000,桃園區,龍山國小,70
桃園市,68000,楊梅區,上湖國小,28
桃園市,68000,楊梅區,上田國小,25
桃園市,68000,楊梅區,四維國小,30
桃園市,68000,楊梅區,大同國小,60
桃園市,68000,楊梅區,富岡國小,40
桃園市,68000,楊梅區,楊光國中小-國小部,50
桃園市,68000,楊梅區,楊心國小,55
桃園市,68000,楊梅區,楊明國小,83
桃園市,68000,楊梅區,楊梅國小,67
桃園市,68000,楊梅區,水美國小,30
桃園市,68000,楊梅區,瑞原國小,9
桃園市,68000,楊梅區,瑞埔國小,66
桃園市,68000,楊梅區,瑞塘國小,64
桃園市,68000,楊梅區,瑞梅國小,49
桃園市,68000,楊梅區,高榮國小,33
桃園市,68000,蘆竹區,光明國小,80
桃園市,68000,蘆竹區,公埔國小,33
桃園市,68000,蘆竹區,南崁國小,54
桃園市,68000,蘆竹區,外社國小,26
桃園市,68000,蘆竹區,大竹國小,124
桃園市,68000,蘆竹區,大華國小,47
桃園市,68000,蘆竹區,山腳國小,43
桃園市,68000,蘆竹區,新興國小,29
桃園市,68000,蘆竹區,新莊國小,30
桃園市,68000,蘆竹區,海湖國小,31
桃園市,68000,蘆竹區,蘆竹國小,29
桃園市,68000,蘆竹區,錦興國小,37
桃園市,68000,蘆竹區,頂社國小,35
桃園市,68000,蘆竹區,龍安國小,62
桃園市,68000,觀音區,上大國小,32
桃園市,68000,觀音區,保生國小,12
桃園市,68000,觀音區,大潭國小,20
桃園市,68000,觀音區,富林國小,19
桃園市,68000,觀音區,崙坪國小,24
桃園市,68000,觀音區,新坡國小,39
桃園市,68000,觀音區,樹林國小,12
桃園市,68000,觀音區,育仁國小,20
桃園市,68000,觀音區,草漯國小,66
桃園市,68000,觀音區,觀音國小,80
桃園市,68000,龍潭區,三和國小,15
桃園市,68000,龍潭區,三坑國小,26
桃園市,68000,龍潭區,德龍國小,19
桃園市,68000,龍潭區,武漢國小,63
桃園市,68000,龍潭區,潛龍國小,67
桃園市,68000,龍潭區,石門國小,185
桃園市,68000,龍潭區,福祿貝爾小學,14
桃園市,68000,龍潭區,諾瓦國小,15
桃園市,68000,龍潭區,雙龍國小,99
桃園市,68000,龍潭區,高原國小,36
桃園市,68000,龍潭區,龍星國小,76
桃園市,68000,龍潭區,龍源國小,24
桃園市,68000,龍潭區,龍潭國小,29
桃園市,68000,龜山區,南美國小,69
桃園市,68000,龜山區,壽山國小,24
桃園市,68000,龜山區,大坑國小,38
桃園市,68000,龜山區,大埔國小,9
桃園市,68000,龜山區,大崗國小,44
桃園市,68000,龜山區,大湖國小,31
桃園市,68000,龜山區,山頂國小,50
桃園市,68000,龜山區,幸福國小,63
桃園市,68000,龜山區,文欣國小,29
桃園市,68000,龜山區,文華國小,39
桃園市,68000,龜山區,新路國小,26
桃園市,68000,龜山區,楓樹國小,37
桃園市,68000,龜山區,樂善國小,51
桃園市,68000,龜山區,福源國小,18
桃園市,68000,龜山區,自強國小,74
桃園市,68000,龜山區,迴龍國中小-國小部,25
桃園市,68000,龜山區,長庚國小,35
桃園市,68000,龜山區,龍壽國小,0
桃園市,68000,龜山區,龜山國小,52
澎湖縣,10016,七美鄉,七美國中,24
澎湖縣,10016,望安鄉,將澳國中,7
澎湖縣,10016,望安鄉,望安國中,8
澎湖縣,10016,湖西鄉,志清國中,3
澎湖縣,10016,湖西鄉,湖西國中,10
澎湖縣,10016,白沙鄉,吉貝國中,12
澎湖縣,10016,白沙鄉,白沙國中,36
澎湖縣,10016,白沙鄉,鎮海國中,20
澎湖縣,10016,白沙鄉,鳥嶼國中,11
澎湖縣,10016,西嶼鄉,西嶼國中,35
澎湖縣,10016,馬公市,中正國中,10
澎湖縣,10016,馬公市,中正國中虎井分部,3
澎湖縣,10016,馬公市,文光國中,32
澎湖縣,10016,馬公市,澎南國中,29
澎湖縣,10016,馬公市,馬公國中,55
澎湖縣,10016,七美鄉,七美國小,15
澎湖縣,10016,七美鄉,雙湖國小,8
澎湖縣,10016,望安鄉,將軍國小,7
澎湖縣,10016,望安鄉,望安國小,17
澎湖縣,10016,望安鄉,花嶼國小,1
澎湖縣,10016,湖西鄉,成功國小,15
澎湖縣,10016,湖西鄉,沙港國小,6
澎湖縣,10016,湖西鄉,湖西國小,12
澎湖縣,10016,湖西鄉,西溪國小,25
澎湖縣,10016,湖西鄉,隘門國小,11
澎湖縣,10016,湖西鄉,龍門國小,15
澎湖縣,10016,白沙鄉,中屯國小,7
澎湖縣,10016,白沙鄉,吉貝國小,11
澎湖縣,10016,白沙鄉,後寮國小,11
澎湖縣,10016,白沙鄉,講美國小,12
澎湖縣,10016,白沙鄉,赤崁國小,19
澎湖縣,10016,白沙鄉,鳥嶼國小,21
澎湖縣,10016,西嶼鄉,內垵國小,12
澎湖縣,10016,西嶼鄉,合橫國小,11
澎湖縣,10016,西嶼鄉,外垵國小,6
澎湖縣,10016,西嶼鄉,大池國小,6
澎湖縣,10016,西嶼鄉,池東國小,13
澎湖縣,10016,西嶼鄉,竹灣國小,9
澎湖縣,10016,馬公市,中山國小,36
澎湖縣,10016,馬公市,中正國小,31
澎湖縣,10016,馬公市,中興國小,55
澎湖縣,10016,馬公市,五德國小,27
澎湖縣,10016,馬公市,山水國小,13
澎湖縣,10016,馬公市,文光國小,18
澎湖縣,10016,馬公市,文澳國小,77
澎湖縣,10016,馬公市,時裡國小,20
澎湖縣,10016,馬公市,東衛國小,9
澎湖縣,10016,馬公市,石泉國小,55
澎湖縣,10016,馬公市,興仁國小,6
澎湖縣,10016,馬公市,虎井國小,10
澎湖縣,10016,馬公市,風櫃國小,16
澎湖縣,10016,馬公市,馬公國小,4
臺中市,66000,北區,五權國中,32
臺中市,66000,北區,立人國中,70
臺中市,66000,北區,雙十國中,37
臺中市,66000,北屯區,三光國中,76
臺中市,66000,北屯區,北新國中,121
臺中市,66000,北屯區,四張犁國中,88
臺中市,66000,北屯區,大德國中,39
臺中市,66000,北屯區,崇德國中,78
臺中市,66000,北屯區,東山高中附設國中部,115
臺中市,66000,南區,四育國中,154
臺中市,66000,南區,崇倫國中,79
臺中市,66000,南屯區,大墩國中,45
臺中市,66000,南屯區,大業國中,13
臺中市,66000,南屯區,惠文高中,89
臺中市,66000,南屯區,萬和國中,8
臺中市,66000,南屯區,黎明國中,42
臺中市,66000,后里區,后綜高中,158
臺中市,66000,后里區,后里國中,71
臺中市,66000,和平區,和平國中,21
臺中市,66000,和平區,梨山國中小,18
臺中市,66000,外埔區,外埔國中,11
臺中市,66000,大安區,大安國中,29
臺中市,66000,大甲區,大甲國中,126
臺中市,66000,大甲區,日南國中,118
臺中市,66000,大甲區,順天國中,66
臺中市,66000,大肚區,大道國中,5
臺中市,66000,大里區,光榮國中,128
臺中市,66000,大里區,光正國中,69
臺中市,66000,大里區,大里高中,70
臺中市,66000,大里區,成功國中,66
臺中市,66000,大里區,爽文國中,112
臺中市,66000,大里區,立新國中,96
臺中市,66000,大雅區,大華國中,68
臺中市,66000,大雅區,大雅國中,90
臺中市,66000,太平區,中平國中,93
臺中市,66000,太平區,太平國中,52
臺中市,66000,太平區,新光國中,47
臺中市,66000,太平區,長億高中,9
臺中市,66000,新社區,新社高中,112
臺中市,66000,東勢區,東勢國中,109
臺中市,66000,東勢區,東新國中,50
臺中市,66000,東勢區,東華國中,19
臺中市,66000,東區,東峰國中,3
臺中市,66000,東區,育英國中,87
臺中市,66000,梧棲區,中港高中,23
臺中市,66000,梧棲區,梧棲國中,80
臺中市,66000,沙鹿區,公明國中,4
臺中市,66000,沙鹿區,北勢國中,18
臺中市,66000,沙鹿區,沙鹿國中,36
臺中市,66000,沙鹿區,鹿寮國中,65
臺中市,66000,清水區,清水國中,34
臺中市,66000,清水區,清泉國中,32
臺中市,66000,清水區,清海國中,16
臺中市,66000,潭子區,潭子國中,36
臺中市,66000,潭子區,潭秀國中,116
臺中市,66000,烏日區,光德國中,72
臺中市,66000,烏日區,溪南國中,92
臺中市,66000,烏日區,烏日國中,18
臺中市,66000,石岡區,石岡國中,31
臺中市,66000,神岡區,神圳國中,63
臺中市,66000,神岡區,神岡國中,59
臺中市,66000,西區,光明國中,75
臺中市,66000,西區,向上國中,59
臺中市,66000,西區,居仁國中,37
臺中市,66000,西區,忠明高中,72
臺中市,66000,西屯區,中山國中,94
臺中市,66000,西屯區,安和國中,93
臺中市,66000,西屯區,漢口國中,47
臺中市,66000,西屯區,福科國中,74
臺中市,66000,西屯區,至善國中,66
臺中市,66000,西屯區,西苑高中,119
臺中市,66000,豐原區,豐南國中,77
臺中市,66000,豐原區,豐原國中,80
臺中市,66000,豐原區,豐東國中,108
臺中市,66000,豐原區,豐陽國中,32
臺中市,66000,霧峰區,光復國中(小),26
臺中市,66000,霧峰區,霧峰國中,75
臺中市,66000,龍井區,四箴國中,60
臺中市,66000,龍井區,龍井國中,32
臺中市,66000,龍井區,龍津國中,34
臺中市,66000,中區,光復國小,55
臺中市,66000,北區,中華國小,73
臺中市,66000,北區,健行國小,34
臺中市,66000,北區,台中教育大學附小,56
臺中市,66000,北區,太平國小,77
臺中市,66000,北區,省三國小,90
臺中市,66000,北區,立人國小,54
臺中市,66000,北區,篤行國小,69
臺中市,66000,北區,賴厝國小,126
臺中市,66000,北屯區,仁愛國小,64
臺中市,66000,北屯區,仁美國小,99
臺中市,66000,北屯區,僑孝國小,91
臺中市,66000,北屯區,北屯國小,128
臺中市,66000,北屯區,四張犁國小,33
臺中市,66000,北屯區,四維國小,58
臺中市,66000,北屯區,大坑國小,30
臺中市,66000,北屯區,建功國小,49
臺中市,66000,北屯區,文心國小,69
臺中市,66000,北屯區,文昌國小,86
臺中市,66000,北屯區,新興國小,44
臺中市,66000,北屯區,東光國小,33
臺中市,66000,北屯區,松竹國小,95
臺中市,66000,北屯區,軍功國小,62
臺中市,66000,北屯區,逢甲國小,31
臺中市,66000,北屯區,陳平國小,67
臺中市,66000,南區,信義國小,80
臺中市,66000,南區,和平國小,69
臺中市,66000,南區,國光國小,37
臺中市,66000,南區,樹義國小,72
臺中市,66000,南屯區,南屯國小,60
臺中市,66000,南屯區,大墩國小,43
臺中市,66000,南屯區,大新國小,99
臺中市,66000,南屯區,惠文國小,97
臺中市,66000,南屯區,文山國小,125
臺中市,66000,南屯區,春安國小,30
臺中市,66000,南屯區,東興國小,36
臺中市,66000,南屯區,永春國小,87
臺中市,66000,南屯區,鎮平國小,66
臺中市,66000,南屯區,黎明國小,46
臺中市,66000,后里區,七星國小,44
臺中市,66000,后里區,內埔國小,177
臺中市,66000,后里區,后里國小,36
臺中市,66000,后里區,月眉國小,30
臺中市,66000,后里區,泰安國小,30
臺中市,66000,后里區,育英國小,32
臺中市,66000,和平區,中坑國小,17
臺中市,66000,和平區,博愛國小,10
臺中市,66000,和平區,博愛國小谷關分校,22
臺中市,66000,和平區,和平國小,29
臺中市,66000,和平區,平等國小,19
臺中市,66000,和平區,白冷國小,11
臺中市,66000,和平區,自由國小,1
臺中市,66000,和平區,自由國小烏石分校,7
臺中市,66000,和平區,達觀國小,18
臺中市,66000,外埔區,外埔國小,74
臺中市,66000,外埔區,安定國小,43
臺中市,66000,外埔區,水美國小,23
臺中市,66000,外埔區,鐵山國小,21
臺中市,66000,外埔區,馬鳴國小,42
臺中市,66000,大安區,三光國小,9
臺中市,66000,大安區,大安國小,27
臺中市,66000,大安區,永安國小,30
臺中市,66000,大安區,海墘國小,34
臺中市,66000,大甲區,大甲國小,65
臺中市,66000,大甲區,德化國小,54
臺中市,66000,大甲區,文昌國小,62
臺中市,66000,大甲區,文武國小,36
臺中市,66000,大甲區,日南國小,64
臺中市,66000,大甲區,東明國小,12
臺中市,66000,大甲區,東陽國小,39
臺中市,66000,大甲區,華龍國小,29
臺中市,66000,大甲區,西岐國小,30
臺中市,66000,大甲區,順天國小,64
臺中市,66000,大肚區,大忠國小,26
臺中市,66000,大肚區,大肚國小,67
臺中市,66000,大肚區,山陽國小,25
臺中市,66000,大肚區,永順國小,36
臺中市,66000,大肚區,瑞井國小,33
臺中市,66000,大肚區,瑞峰國小,35
臺中市,66000,大肚區,追分國小,51
臺中市,66000,大里區,健民國小,26
臺中市,66000,大里區,內新國小,52
臺中市,66000,大里區,塗城國小,63
臺中市,66000,大里區,大元國小,69
臺中市,66000,大里區,大里國小,37
臺中市,66000,大里區,崇光國小,91
臺中市,66000,大里區,永隆國小,68
臺中市,66000,大里區,瑞城國小,96
臺中市,66000,大里區,益民國小,60
臺中市,66000,大里區,立新國小,95
臺中市,66000,大里區,美群國小,78
臺中市,66000,大里區,草湖國小,32
臺中市,66000,大雅區,三和國小,66
臺中市,66000,大雅區,上楓國小,64
臺中市,66000,大雅區,六寶國小,28
臺中市,66000,大雅區,大明國小,70
臺中市,66000,大雅區,大雅國小,72
臺中市,66000,大雅區,文雅國小,110
臺中市,66000,大雅區,汝鎏國小,9
臺中市,66000,大雅區,陽明國小,93
臺中市,66000,太平區,中華國小,98
臺中市,66000,太平區,光隆國小,49
臺中市,66000,太平區,坪林國小,30
臺中市,66000,太平區,坪林國小坪部分校,25
臺中市,66000,太平區,太平國小,64
臺中市,66000,太平區,宜欣國小,30
臺中市,66000,太平區,建平國小,12
臺中市,66000,太平區,新光國小,39
臺中市,66000,太平區,新平國小,8
臺中市,66000,太平區,東平國小,123
臺中市,66000,太平區,東汴國小,9
臺中市,66000,太平區,車籠埔國小,56
臺中市,66000,太平區,長億國小,42
臺中市,66000,太平區,頭汴國小,30
臺中市,66000,太平區,黃竹國小,19
臺中市,66000,新社區,中和國小,18
臺中市,66000,新社區,協成國小,29
臺中市,66000,新社區,大南國小,47
臺中市,66000,新社區,大林國小,56
臺中市,66000,新社區,崑山國小,9
臺中市,66000,新社區,新社國小,62
臺中市,66000,新社區,東興國小,37
臺中市,66000,新社區,福民國小,20
臺中市,66000,東勢區,中山國小,78
臺中市,66000,東勢區,中科國小,29
臺中市,66000,東勢區,成功國小,17
臺中市,66000,東勢區,新成國小,12
臺中市,66000,東勢區,新盛國小,48
臺中市,66000,東勢區,明正國小,10
臺中市,66000,東勢區,東勢國小,67
臺中市,66000,東勢區,東新國小,30
臺中市,66000,東勢區,石城國小,30
臺中市,66000,東勢區,石角國小,16
臺中市,66000,東區,力行國小,129
臺中市,66000,東區,台中國小,64
臺中市,66000,東區,大智國小,159
臺中市,66000,東區,成功國小,120
臺中市,66000,東區,樂業國小,45
臺中市,66000,東區,進德國小,59
臺中市,66000,梧棲區,中正國小,38
臺中市,66000,梧棲區,中港國小,26
臺中市,66000,梧棲區,大德國小,62
臺中市,66000,梧棲區,梧南國小,16
臺中市,66000,梧棲區,梧棲國小,68
臺中市,66000,梧棲區,永寧國小,33
臺中市,66000,沙鹿區,公明國小,39
臺中市,66000,沙鹿區,公館國小,26
臺中市,66000,沙鹿區,北勢國小,64
臺中市,66000,沙鹿區,文光國小,42
臺中市,66000,沙鹿區,沙鹿國小,82
臺中市,66000,沙鹿區,竹林國小,69
臺中市,66000,沙鹿區,鹿峰國小,47
臺中市,66000,清水區,三田國小,95
臺中市,66000,清水區,吳厝國小,16
臺中市,66000,清水區,大楊國小,2
臺中市,66000,清水區,大秀國小,28
臺中市,66000,清水區,建國國小,33
臺中市,66000,清水區,東山國小,34
臺中市,66000,清水區,?榔國小,14
臺中市,66000,清水區,清水國小,35
臺中市,66000,清水區,甲南國小,40
臺中市,66000,清水區,西寧國小,100
臺中市,66000,清水區,高美國小,40
臺中市,66000,潭子區,僑忠國小,21
臺中市,66000,潭子區,新興國小,31
臺中市,66000,潭子區,東寶國小,73
臺中市,66000,潭子區,潭子國小,77
臺中市,66000,潭子區,潭陽國小,72
臺中市,66000,潭子區,頭家國小,135
臺中市,66000,烏日區,九德國小,83
臺中市,66000,烏日區,五光國小,28
臺中市,66000,烏日區,僑仁國小,35
臺中市,66000,烏日區,喀哩國小,52
臺中市,66000,烏日區,旭光國小,31
臺中市,66000,烏日區,東園國小,30
臺中市,66000,烏日區,溪尾國小,10
臺中市,66000,烏日區,烏日國小,31
臺中市,66000,石岡區,土牛國小,32
臺中市,66000,石岡區,石岡國小,44
臺中市,66000,神岡區,圳堵國小,27
臺中市,66000,神岡區,岸裡國小,84
臺中市,66000,神岡區,社口國小,131
臺中市,66000,神岡區,神岡國小,128
臺中市,66000,神岡區,豐洲國小,26
臺中市,66000,西區,中正國小,33
臺中市,66000,西區,大勇國小,90
臺中市,66000,西區,大同國小,64
臺中市,66000,西區,忠信國小,45
臺中市,66000,西區,忠孝國小,139
臺中市,66000,西區,忠明國小,37
臺中市,66000,西屯區,上安國小,62
臺中市,66000,西屯區,上石國小,89
臺中市,66000,西屯區,何厝國小,2
臺中市,66000,西屯區,協和國小,97
臺中市,66000,西屯區,國安國小,122
臺中市,66000,西屯區,大仁國小,78
臺中市,66000,西屯區,大鵬國小,16
臺中市,66000,西屯區,惠來國小,73
臺中市,66000,西屯區,東海國小,34
臺中市,66000,西屯區,永安國小,62
臺中市,66000,西屯區,泰安國小,25
臺中市,66000,西屯區,西屯國小,154
臺中市,66000,西屯區,重慶國小,67
臺中市,66000,西屯區,長安國小,41
臺中市,66000,豐原區,南陽國小,101
臺中市,66000,豐原區,合作國小,39
臺中市,66000,豐原區,富春國小,85
臺中市,66000,豐原區,瑞穗國小,114
臺中市,66000,豐原區,福陽國小,30
臺中市,66000,豐原區,翁子國小,28
臺中市,66000,豐原區,葫蘆墩國小,79
臺中市,66000,豐原區,豐原國小,50
臺中市,66000,豐原區,豐村國小,63
臺中市,66000,豐原區,豐田國小,63
臺中市,66000,霧峰區,五福國小,39
臺中市,66000,霧峰區,僑榮國小,32
臺中市,66000,霧峰區,光復國(中)小,16
臺中市,66000,霧峰區,光正國小,61
